xpos,ypos,xzab,yzab,amp
-154.92192872722114,-103.84506401333039,97309,165601,1.8438005530857948
5.300158175514195,4.843183491862333,98873,166529,146.91925222105468
-160.19384741177947,-157.32673645277043,97310,165102,1.9968606672125047
27.336282244868805,-105.0731830427051,97258,167162,1.725809385762563
,,99477,165738,
51.426436409128904,-58.33364940119821,99081,165952,2.585368651714671
0.2429430085453381,-0.8997447369866299,98873,166529,9.84641929126588
-0.9879380873194646,-3.2548283007452135,98836,166501,147.25171113898256
2.2225895645817606,-5.280833625392115,98866,166496,3.8373681965363358
207.6871802843303,179.96864974509145,98999,165999,0.39821001267526673
98.1001134874228,118.35755987524327,99873,167529,4.120411629453048
,,101003,165276,
-188.42262064180736,-213.1496105187058,97258,165244,0.28055257183742877
33.1550257196004,-4.2497514569265125,99163,166412,14.76537994763067
-1.7773859580891038,-1.6892267135144174,98819,166487,145.36575427822373
52.151978562778666,-62.17510386907305,99080,165951,42.46326625045454
,,97258,166335,
-0.05542666522038763,-0.3937890030505665,98873,166529,4.368306533001402
-114.07821337249104,-111.26296923071769,97258,166335,1.8019288328078364
5.110142427312818,9.312305274057607,98873,166529,3.739150491677896
112.02732931462647,38.077477245549446,97966,166342,0.5367693820625619
-2.6995290584031153,-1.6026761005624464,98866,166496,8.296784315293575
,,101596,164670,
-181.41677821915306,69.19487883317807,98796,166062,1.9413865010804316
-187.79434274376155,91.51130381155909,98998,165998,1.8686135812031988
-189.29335960437078,96.89895360711245,99000,166000,492.59489549562034
-4.179441393714205,-0.1649775249567892,98487,166421,70.56122169008846
0.27479654493556904,-1.9230545992634818,98866,166496,1.8278267627764753
-123.40847805214803,-1222.2146380590598,98473,166456,0.4107201420124845
-174.17294678327517,174.48375103301728,101003,165276,0.08056210759892987
8.915951942599747,21.831158662547118,98836,166501,66.44772127273649
9.127696103143474,17.3486844649119,98836,166501,56.09045069069163
-0.9419688307022756,-4.089072698849521,98866,166496,7.953448341441711
31.445382276639585,124.174667482246,99080,165951,0.12133340709647902
-183.11042323020467,101.37539550715452,99000,185742,1.525440800733706
0.7481844568394191,0.4708867405508937,98749,166358,71.3266863128996
10.248250392433945,33.31666693308321,99477,165738,0.045414806859363145
-191.50945517539967,145.0520953358202,99477,165738,0.23761129644576254
2.9560165242519716,-1.4923376927852954,98899,166486,1.4044094677368057
37.3644073093113,-454.1166795613185,98866,166496,11266.811710227597
-159.14189704415804,-166.2813524954009,97310,165102,1.5419148275627395
-42.70169283854432,462.58678412922836,98866,166496,0.07113371539994937
-155.7789820872512,-101.6472501298261,97310,165602,1.6270897192757203
,,95719,164716,
53.43915467692695,-66.32621989746585,99081,165952,2.773396093448746
-151.1951331766638,-111.2654783976966,97258,166204,1.786242188127356
-138.55525022386243,-20.007689942030826,97988,166318,1.747907091094554
-163.60049740640304,-227.92882965792043,96530,166092,2.041225062250536
-314.2507818685922,343.76952124584955,101003,165276,0.12105636131159497
-84.00339468119627,90.8724119050495,98531,166424,1.7793073737016973
-144.90383138469272,-107.67200557402835,97259,166205,1.8856311573636921
-2.1366937265201735,-4.500135288229559,98819,166487,139.45569089735008
35.50588305854064,-44.85896092467859,98866,166496,1.3211838785725927
-184.55651965550226,91.16522585988523,98999,165999,1.1313420477251366
2.9898638778933964,5.125585648365471,98873,166529,8.68695649594543
-188.4529849395804,186.0955024415117,100005,165678,0.6706248359986032
,,99081,165952,
-76.60331763208275,-254.94820634678703,98866,166496,0.03406270153887879
1.5356963022952732,0.8767343389620404,98531,166424,825.7627997790222
,,98473,166456,
-158.60201812875272,-167.23773182881723,97310,165102,1.5576785979914194
4.70481134482928,-1.6538665568626447,98899,166486,1.6985350710893514
-39.30246473364627,-4.558318932632537,98749,166358,9.246090594045517
126.94424140229971,127.13718009561822,98866,166496,0.0605650868665179
51.10593887503763,-59.18154595455727,99081,165952,2.586123618331403
-3.954645059014604,-154.17447103103405,97258,166335,1.9779483469539012
